DateKey,Date,Day,DayName,Month,MonthName,Quarter,Year,WeekOfYear,DayOfWeek,IsWeekend,IsPublicHoliday,HolidayName,Season
20231014,2023-10-14,14,Saturday,10,October,Q4,2023,41,6,1,0,,Inter-monsoon
20231015,2023-10-15,15,Sunday,10,October,Q4,2023,41,7,1,0,,Inter-monsoon
20231016,2023-10-16,16,Monday,10,October,Q4,2023,42,1,0,0,,Inter-monsoon
20231017,2023-10-17,17,Tuesday,10,October,Q4,2023,42,2,0,0,,Inter-monsoon
20231018,2023-10-18,18,Wednesday,10,October,Q4,2023,42,3,0,0,,Inter-monsoon
20231019,2023-10-19,19,Thursday,10,October,Q4,2023,42,4,0,0,,Inter-monsoon
20231020,2023-10-20,20,Friday,10,October,Q4,2023,42,5,0,0,,Inter-monsoon
20231021,2023-10-21,21,Saturday,10,October,Q4,2023,42,6,1,0,,Inter-monsoon
20231022,2023-10-22,22,Sunday,10,October,Q4,2023,42,7,1,0,,Inter-monsoon
20231023,2023-10-23,23,Monday,10,October,Q4,2023,43,1,0,0,,Inter-monsoon
20231024,2023-10-24,24,Tuesday,10,October,Q4,2023,43,2,0,0,,Inter-monsoon
20231025,2023-10-25,25,Wednesday,10,October,Q4,2023,43,3,0,0,,Inter-monsoon
20231026,2023-10-26,26,Thursday,10,October,Q4,2023,43,4,0,0,,Inter-monsoon
20231027,2023-10-27,27,Friday,10,October,Q4,2023,43,5,0,0,,Inter-monsoon
20231028,2023-10-28,28,Saturday,10,October,Q4,2023,43,6,1,0,,Inter-monsoon
20231029,2023-10-29,29,Sunday,10,October,Q4,2023,43,7,1,0,,Inter-monsoon
20231030,2023-10-30,30,Monday,10,October,Q4,2023,44,1,0,0,,Inter-monsoon
20231031,2023-10-31,31,Tuesday,10,October,Q4,2023,44,2,0,0,,Inter-monsoon
20231101,2023-11-01,1,Wednesday,11,November,Q4,2023,44,3,0,0,,Northeast Monsoon
20231102,2023-11-02,2,Thursday,11,November,Q4,2023,44,4,0,0,,Northeast Monsoon
20231103,2023-11-03,3,Friday,11,November,Q4,2023,44,5,0,0,,Northeast Monsoon
20231104,2023-11-04,4,Saturday,11,November,Q4,2023,44,6,1,0,,Northeast Monsoon
20231105,2023-11-05,5,Sunday,11,November,Q4,2023,44,7,1,0,,Northeast Monsoon
20231106,2023-11-06,6,Monday,11,November,Q4,2023,45,1,0,0,,Northeast Monsoon
20231107,2023-11-07,7,Tuesday,11,November,Q4,2023,45,2,0,0,,Northeast Monsoon
20231108,2023-11-08,8,Wednesday,11,November,Q4,2023,45,3,0,0,,Northeast Monsoon
20231109,2023-11-09,9,Thursday,11,November,Q4,2023,45,4,0,0,,Northeast Monsoon
20231110,2023-11-10,10,Friday,11,November,Q4,2023,45,5,0,0,,Northeast Monsoon
20231111,2023-11-11,11,Saturday,11,November,Q4,2023,45,6,1,0,,Northeast Monsoon
20231112,2023-11-12,12,Sunday,11,November,Q4,2023,45,7,1,1,Deepavali,Northeast Monsoon
20231113,2023-11-13,13,Monday,11,November,Q4,2023,46,1,0,0,,Northeast Monsoon
20231114,2023-11-14,14,Tuesday,11,November,Q4,2023,46,2,0,0,,Northeast Monsoon
20231115,2023-11-15,15,Wednesday,11,November,Q4,2023,46,3,0,0,,Northeast Monsoon
20231116,2023-11-16,16,Thursday,11,November,Q4,2023,46,4,0,0,,Northeast Monsoon
20231117,2023-11-17,17,Friday,11,November,Q4,2023,46,5,0,0,,Northeast Monsoon
20231118,2023-11-18,18,Saturday,11,November,Q4,2023,46,6,1,0,,Northeast Monsoon
20231119,2023-11-19,19,Sunday,11,November,Q4,2023,46,7,1,0,,Northeast Monsoon
20231120,2023-11-20,20,Monday,11,November,Q4,2023,47,1,0,0,,Northeast Monsoon
20231121,2023-11-21,21,Tuesday,11,November,Q4,2023,47,2,0,0,,Northeast Monsoon
20231122,2023-11-22,22,Wednesday,11,November,Q4,2023,47,3,0,0,,Northeast Monsoon
20231123,2023-11-23,23,Thursday,11,November,Q4,2023,47,4,0,0,,Northeast Monsoon
20231124,2023-11-24,24,Friday,11,November,Q4,2023,47,5,0,0,,Northeast Monsoon
20231125,2023-11-25,25,Saturday,11,November,Q4,2023,47,6,1,0,,Northeast Monsoon
20231126,2023-11-26,26,Sunday,11,November,Q4,2023,47,7,1,0,,Northeast Monsoon
20231127,2023-11-27,27,Monday,11,November,Q4,2023,48,1,0,0,,Northeast Monsoon
20231128,2023-11-28,28,Tuesday,11,November,Q4,2023,48,2,0,0,,Northeast Monsoon
20231129,2023-11-29,29,Wednesday,11,November,Q4,2023,48,3,0,0,,Northeast Monsoon
20231130,2023-11-30,30,Thursday,11,November,Q4,2023,48,4,0,0,,Northeast Monsoon
20231201,2023-12-01,1,Friday,12,December,Q4,2023,48,5,0,0,,Northeast Monsoon
20231202,2023-12-02,2,Saturday,12,December,Q4,2023,48,6,1,0,,Northeast Monsoon
20231203,2023-12-03,3,Sunday,12,December,Q4,2023,48,7,1,0,,Northeast Monsoon
20231204,2023-12-04,4,Monday,12,December,Q4,2023,49,1,0,0,,Northeast Monsoon
20231205,2023-12-05,5,Tuesday,12,December,Q4,2023,49,2,0,0,,Northeast Monsoon
20231206,2023-12-06,6,Wednesday,12,December,Q4,2023,49,3,0,0,,Northeast Monsoon
20231207,2023-12-07,7,Thursday,12,December,Q4,2023,49,4,0,0,,Northeast Monsoon
20231208,2023-12-08,8,Friday,12,December,Q4,2023,49,5,0,0,,Northeast Monsoon
20231209,2023-12-09,9,Saturday,12,December,Q4,2023,49,6,1,0,,Northeast Monsoon
20231210,2023-12-10,10,Sunday,12,December,Q4,2023,49,7,1,0,,Northeast Monsoon
20231211,2023-12-11,11,Monday,12,December,Q4,2023,50,1,0,0,,Northeast Monsoon
20231212,2023-12-12,12,Tuesday,12,December,Q4,2023,50,2,0,0,,Northeast Monsoon
20231213,2023-12-13,13,Wednesday,12,December,Q4,2023,50,3,0,0,,Northeast Monsoon
20231214,2023-12-14,14,Thursday,12,December,Q4,2023,50,4,0,0,,Northeast Monsoon
20231215,2023-12-15,15,Friday,12,December,Q4,2023,50,5,0,0,,Northeast Monsoon
20231216,2023-12-16,16,Saturday,12,December,Q4,2023,50,6,1,0,,Northeast Monsoon
20231217,2023-12-17,17,Sunday,12,December,Q4,2023,50,7,1,0,,Northeast Monsoon
20231218,2023-12-18,18,Monday,12,December,Q4,2023,51,1,0,0,,Northeast Monsoon
20231219,2023-12-19,19,Tuesday,12,December,Q4,2023,51,2,0,0,,Northeast Monsoon
20231220,2023-12-20,20,Wednesday,12,December,Q4,2023,51,3,0,0,,Northeast Monsoon
20231221,2023-12-21,21,Thursday,12,December,Q4,2023,51,4,0,0,,Northeast Monsoon
20231222,2023-12-22,22,Friday,12,December,Q4,2023,51,5,0,0,,Northeast Monsoon
20231223,2023-12-23,23,Saturday,12,December,Q4,2023,51,6,1,0,,Northeast Monsoon
20231224,2023-12-24,24,Sunday,12,December,Q4,2023,51,7,1,0,,Northeast Monsoon
20231225,2023-12-25,25,Monday,12,December,Q4,2023,52,1,0,1,Christmas Day,Northeast Monsoon
20231226,2023-12-26,26,Tuesday,12,December,Q4,2023,52,2,0,0,,Northeast Monsoon
20231227,2023-12-27,27,Wednesday,12,December,Q4,2023,52,3,0,0,,Northeast Monsoon
20231228,2023-12-28,28,Thursday,12,December,Q4,2023,52,4,0,0,,Northeast Monsoon
20231229,2023-12-29,29,Friday,12,December,Q4,2023,52,5,0,0,,Northeast Monsoon
20231230,2023-12-30,30,Saturday,12,December,Q4,2023,52,6,1,0,,Northeast Monsoon
20231231,2023-12-31,31,Sunday,12,December,Q4,2023,52,7,1,0,,Northeast Monsoon
20240101,2024-01-01,1,Monday,1,January,Q1,2024,1,1,0,1,New Year's Day,Dry Season
20240102,2024-01-02,2,Tuesday,1,January,Q1,2024,1,2,0,0,,Dry Season
20240103,2024-01-03,3,Wednesday,1,January,Q1,2024,1,3,0,0,,Dry Season
20240104,2024-01-04,4,Thursday,1,January,Q1,2024,1,4,0,0,,Dry Season
20240105,2024-01-05,5,Friday,1,January,Q1,2024,1,5,0,0,,Dry Season
20240106,2024-01-06,6,Saturday,1,January,Q1,2024,1,6,1,0,,Dry Season
20240107,2024-01-07,7,Sunday,1,January,Q1,2024,1,7,1,0,,Dry Season
20240108,2024-01-08,8,Monday,1,January,Q1,2024,2,1,0,0,,Dry Season
20240109,2024-01-09,9,Tuesday,1,January,Q1,2024,2,2,0,0,,Dry Season
20240110,2024-01-10,10,Wednesday,1,January,Q1,2024,2,3,0,0,,Dry Season
20240111,2024-01-11,11,Thursday,1,January,Q1,2024,2,4,0,0,,Dry Season
20240112,2024-01-12,12,Friday,1,January,Q1,2024,2,5,0,0,,Dry Season
20240113,2024-01-13,13,Saturday,1,January,Q1,2024,2,6,1,0,,Dry Season
20240114,2024-01-14,14,Sunday,1,January,Q1,2024,2,7,1,0,,Dry Season
20240115,2024-01-15,15,Monday,1,January,Q1,2024,3,1,0,0,,Dry Season
20240116,2024-01-16,16,Tuesday,1,January,Q1,2024,3,2,0,0,,Dry Season
20240117,2024-01-17,17,Wednesday,1,January,Q1,2024,3,3,0,0,,Dry Season
20240118,2024-01-18,18,Thursday,1,January,Q1,2024,3,4,0,0,,Dry Season
20240119,2024-01-19,19,Friday,1,January,Q1,2024,3,5,0,0,,Dry Season
20240120,2024-01-20,20,Saturday,1,January,Q1,2024,3,6,1,0,,Dry Season
20240121,2024-01-21,21,Sunday,1,January,Q1,2024,3,7,1,0,,Dry Season
20240122,2024-01-22,22,Monday,1,January,Q1,2024,4,1,0,0,,Dry Season
20240123,2024-01-23,23,Tuesday,1,January,Q1,2024,4,2,0,0,,Dry Season
20240124,2024-01-24,24,Wednesday,1,January,Q1,2024,4,3,0,0,,Dry Season
20240125,2024-01-25,25,Thursday,1,January,Q1,2024,4,4,0,0,,Dry Season
20240126,2024-01-26,26,Friday,1,January,Q1,2024,4,5,0,0,,Dry Season
20240127,2024-01-27,27,Saturday,1,January,Q1,2024,4,6,1,0,,Dry Season
20240128,2024-01-28,28,Sunday,1,January,Q1,2024,4,7,1,0,,Dry Season
20240129,2024-01-29,29,Monday,1,January,Q1,2024,5,1,0,0,,Dry Season
20240130,2024-01-30,30,Tuesday,1,January,Q1,2024,5,2,0,0,,Dry Season
20240131,2024-01-31,31,Wednesday,1,January,Q1,2024,5,3,0,0,,Dry Season
20240201,2024-02-01,1,Thursday,2,February,Q1,2024,5,4,0,0,,Dry Season
20240202,2024-02-02,2,Friday,2,February,Q1,2024,5,5,0,0,,Dry Season
20240203,2024-02-03,3,Saturday,2,February,Q1,2024,5,6,1,0,,Dry Season
20240204,2024-02-04,4,Sunday,2,February,Q1,2024,5,7,1,0,,Dry Season
20240205,2024-02-05,5,Monday,2,February,Q1,2024,6,1,0,0,,Dry Season
20240206,2024-02-06,6,Tuesday,2,February,Q1,2024,6,2,0,0,,Dry Season
20240207,2024-02-07,7,Wednesday,2,February,Q1,2024,6,3,0,0,,Dry Season
20240208,2024-02-08,8,Thursday,2,February,Q1,2024,6,4,0,0,,Dry Season
20240209,2024-02-09,9,Friday,2,February,Q1,2024,6,5,0,0,,Dry Season
20240210,2024-02-10,10,Saturday,2,February,Q1,2024,6,6,1,1,Chinese New Year,Dry Season
20240211,2024-02-11,11,Sunday,2,February,Q1,2024,6,7,1,1,Chinese New Year Holiday,Dry Season
20240212,2024-02-12,12,Monday,2,February,Q1,2024,7,1,0,0,,Dry Season
20240213,2024-02-13,13,Tuesday,2,February,Q1,2024,7,2,0,0,,Dry Season
20240214,2024-02-14,14,Wednesday,2,February,Q1,2024,7,3,0,0,,Dry Season
20240215,2024-02-15,15,Thursday,2,February,Q1,2024,7,4,0,0,,Dry Season
20240216,2024-02-16,16,Friday,2,February,Q1,2024,7,5,0,0,,Dry Season
20240217,2024-02-17,17,Saturday,2,February,Q1,2024,7,6,1,0,,Dry Season
20240218,2024-02-18,18,Sunday,2,February,Q1,2024,7,7,1,0,,Dry Season
20240219,2024-02-19,19,Monday,2,February,Q1,2024,8,1,0,0,,Dry Season
20240220,2024-02-20,20,Tuesday,2,February,Q1,2024,8,2,0,0,,Dry Season
20240221,2024-02-21,21,Wednesday,2,February,Q1,2024,8,3,0,0,,Dry Season
20240222,2024-02-22,22,Thursday,2,February,Q1,2024,8,4,0,0,,Dry Season
20240223,2024-02-23,23,Friday,2,February,Q1,2024,8,5,0,0,,Dry Season
20240224,2024-02-24,24,Saturday,2,February,Q1,2024,8,6,1,1,Thaipusam,Dry Season
20240225,2024-02-25,25,Sunday,2,February,Q1,2024,8,7,1,0,,Dry Season
20240226,2024-02-26,26,Monday,2,February,Q1,2024,9,1,0,0,,Dry Season
20240227,2024-02-27,27,Tuesday,2,February,Q1,2024,9,2,0,0,,Dry Season
20240228,2024-02-28,28,Wednesday,2,February,Q1,2024,9,3,0,0,,Dry Season
20240229,2024-02-29,29,Thursday,2,February,Q1,2024,9,4,0,0,,Dry Season
20240301,2024-03-01,1,Friday,3,March,Q1,2024,9,5,0,0,,Inter-monsoon
20240302,2024-03-02,2,Saturday,3,March,Q1,2024,9,6,1,0,,Inter-monsoon
20240303,2024-03-03,3,Sunday,3,March,Q1,2024,9,7,1,0,,Inter-monsoon
20240304,2024-03-04,4,Monday,3,March,Q1,2024,10,1,0,0,,Inter-monsoon
20240305,2024-03-05,5,Tuesday,3,March,Q1,2024,10,2,0,0,,Inter-monsoon
20240306,2024-03-06,6,Wednesday,3,March,Q1,2024,10,3,0,0,,Inter-monsoon
20240307,2024-03-07,7,Thursday,3,March,Q1,2024,10,4,0,0,,Inter-monsoon
20240308,2024-03-08,8,Friday,3,March,Q1,2024,10,5,0,0,,Inter-monsoon
20240309,2024-03-09,9,Saturday,3,March,Q1,2024,10,6,1,0,,Inter-monsoon
20240310,2024-03-10,10,Sunday,3,March,Q1,2024,10,7,1,0,,Inter-monsoon
20240311,2024-03-11,11,Monday,3,March,Q1,2024,11,1,0,0,,Inter-monsoon
20240312,2024-03-12,12,Tuesday,3,March,Q1,2024,11,2,0,0,,Inter-monsoon
20240313,2024-03-13,13,Wednesday,3,March,Q1,2024,11,3,0,0,,Inter-monsoon
20240314,2024-03-14,14,Thursday,3,March,Q1,2024,11,4,0,0,,Inter-monsoon
20240315,2024-03-15,15,Friday,3,March,Q1,2024,11,5,0,0,,Inter-monsoon
20240316,2024-03-16,16,Saturday,3,March,Q1,2024,11,6,1,0,,Inter-monsoon
20240317,2024-03-17,17,Sunday,3,March,Q1,2024,11,7,1,0,,Inter-monsoon
20240318,2024-03-18,18,Monday,3,March,Q1,2024,12,1,0,0,,Inter-monsoon
20240319,2024-03-19,19,Tuesday,3,March,Q1,2024,12,2,0,0,,Inter-monsoon
20240320,2024-03-20,20,Wednesday,3,March,Q1,2024,12,3,0,0,,Inter-monsoon
20240321,2024-03-21,21,Thursday,3,March,Q1,2024,12,4,0,0,,Inter-monsoon
20240322,2024-03-22,22,Friday,3,March,Q1,2024,12,5,0,0,,Inter-monsoon
20240323,2024-03-23,23,Saturday,3,March,Q1,2024,12,6,1,0,,Inter-monsoon
20240324,2024-03-24,24,Sunday,3,March,Q1,2024,12,7,1,0,,Inter-monsoon
20240325,2024-03-25,25,Monday,3,March,Q1,2024,13,1,0,0,,Inter-monsoon
20240326,2024-03-26,26,Tuesday,3,March,Q1,2024,13,2,0,0,,Inter-monsoon
20240327,2024-03-27,27,Wednesday,3,March,Q1,2024,13,3,0,0,,Inter-monsoon
20240328,2024-03-28,28,Thursday,3,March,Q1,2024,13,4,0,0,,Inter-monsoon
20240329,2024-03-29,29,Friday,3,March,Q1,2024,13,5,0,1,Good Friday,Inter-monsoon
20240330,2024-03-30,30,Saturday,3,March,Q1,2024,13,6,1,0,,Inter-monsoon
20240331,2024-03-31,31,Sunday,3,March,Q1,2024,13,7,1,0,,Inter-monsoon
20240401,2024-04-01,1,Monday,4,April,Q2,2024,14,1,0,0,,Inter-monsoon
20240402,2024-04-02,2,Tuesday,4,April,Q2,2024,14,2,0,0,,Inter-monsoon
20240403,2024-04-03,3,Wednesday,4,April,Q2,2024,14,3,0,0,,Inter-monsoon
20240404,2024-04-04,4,Thursday,4,April,Q2,2024,14,4,0,0,,Inter-monsoon
20240405,2024-04-05,5,Friday,4,April,Q2,2024,14,5,0,0,,Inter-monsoon
20240406,2024-04-06,6,Saturday,4,April,Q2,2024,14,6,1,0,,Inter-monsoon
20240407,2024-04-07,7,Sunday,4,April,Q2,2024,14,7,1,0,,Inter-monsoon
20240408,2024-04-08,8,Monday,4,April,Q2,2024,15,1,0,0,,Inter-monsoon
20240409,2024-04-09,9,Tuesday,4,April,Q2,2024,15,2,0,0,,Inter-monsoon
20240410,2024-04-10,10,Wednesday,4,April,Q2,2024,15,3,0,1,Hari Raya Aidilfitri,Inter-monsoon
20240411,2024-04-11,11,Thursday,4,April,Q2,2024,15,4,0,1,Hari Raya Aidilfitri Holiday,Inter-monsoon
20240412,2024-04-12,12,Friday,4,April,Q2,2024,15,5,0,0,,Inter-monsoon
20240413,2024-04-13,13,Saturday,4,April,Q2,2024,15,6,1,0,,Inter-monsoon
20240414,2024-04-14,14,Sunday,4,April,Q2,2024,15,7,1,0,,Inter-monsoon
20240415,2024-04-15,15,Monday,4,April,Q2,2024,16,1,0,0,,Inter-monsoon
20240416,2024-04-16,16,Tuesday,4,April,Q2,2024,16,2,0,0,,Inter-monsoon
20240417,2024-04-17,17,Wednesday,4,April,Q2,2024,16,3,0,0,,Inter-monsoon
20240418,2024-04-18,18,Thursday,4,April,Q2,2024,16,4,0,0,,Inter-monsoon
20240419,2024-04-19,19,Friday,4,April,Q2,2024,16,5,0,0,,Inter-monsoon
20240420,2024-04-20,20,Saturday,4,April,Q2,2024,16,6,1,0,,Inter-monsoon
20240421,2024-04-21,21,Sunday,4,April,Q2,2024,16,7,1,0,,Inter-monsoon
20240422,2024-04-22,22,Monday,4,April,Q2,2024,17,1,0,0,,Inter-monsoon
20240423,2024-04-23,23,Tuesday,4,April,Q2,2024,17,2,0,0,,Inter-monsoon
20240424,2024-04-24,24,Wednesday,4,April,Q2,2024,17,3,0,0,,Inter-monsoon
20240425,2024-04-25,25,Thursday,4,April,Q2,2024,17,4,0,0,,Inter-monsoon
20240426,2024-04-26,26,Friday,4,April,Q2,2024,17,5,0,0,,Inter-monsoon
20240427,2024-04-27,27,Saturday,4,April,Q2,2024,17,6,1,0,,Inter-monsoon
20240428,2024-04-28,28,Sunday,4,April,Q2,2024,17,7,1,0,,Inter-monsoon
20240429,2024-04-29,29,Monday,4,April,Q2,2024,18,1,0,0,,Inter-monsoon
20240430,2024-04-30,30,Tuesday,4,April,Q2,2024,18,2,0,0,,Inter-monsoon
20240501,2024-05-01,1,Wednesday,5,May,Q2,2024,18,3,0,1,Labour Day,Southwest Monsoon
20240502,2024-05-02,2,Thursday,5,May,Q2,2024,18,4,0,0,,Southwest Monsoon
20240503,2024-05-03,3,Friday,5,May,Q2,2024,18,5,0,0,,Southwest Monsoon
20240504,2024-05-04,4,Saturday,5,May,Q2,2024,18,6,1,0,,Southwest Monsoon
20240505,2024-05-05,5,Sunday,5,May,Q2,2024,18,7,1,0,,Southwest Monsoon
20240506,2024-05-06,6,Monday,5,May,Q2,2024,19,1,0,0,,Southwest Monsoon
20240507,2024-05-07,7,Tuesday,5,May,Q2,2024,19,2,0,0,,Southwest Monsoon
20240508,2024-05-08,8,Wednesday,5,May,Q2,2024,19,3,0,0,,Southwest Monsoon
20240509,2024-05-09,9,Thursday,5,May,Q2,2024,19,4,0,0,,Southwest Monsoon
20240510,2024-05-10,10,Friday,5,May,Q2,2024,19,5,0,0,,Southwest Monsoon
20240511,2024-05-11,11,Saturday,5,May,Q2,2024,19,6,1,0,,Southwest Monsoon
20240512,2024-05-12,12,Sunday,5,May,Q2,2024,19,7,1,0,,Southwest Monsoon
20240513,2024-05-13,13,Monday,5,May,Q2,2024,20,1,0,0,,Southwest Monsoon
20240514,2024-05-14,14,Tuesday,5,May,Q2,2024,20,2,0,0,,Southwest Monsoon
20240515,2024-05-15,15,Wednesday,5,May,Q2,2024,20,3,0,0,,Southwest Monsoon
20240516,2024-05-16,16,Thursday,5,May,Q2,2024,20,4,0,0,,Southwest Monsoon
20240517,2024-05-17,17,Friday,5,May,Q2,2024,20,5,0,0,,Southwest Monsoon
20240518,2024-05-18,18,Saturday,5,May,Q2,2024,20,6,1,0,,Southwest Monsoon
20240519,2024-05-19,19,Sunday,5,May,Q2,2024,20,7,1,0,,Southwest Monsoon
20240520,2024-05-20,20,Monday,5,May,Q2,2024,21,1,0,0,,Southwest Monsoon
20240521,2024-05-21,21,Tuesday,5,May,Q2,2024,21,2,0,0,,Southwest Monsoon
20240522,2024-05-22,22,Wednesday,5,May,Q2,2024,21,3,0,0,,Southwest Monsoon
20240523,2024-05-23,23,Thursday,5,May,Q2,2024,21,4,0,1,Wesak Day,Southwest Monsoon
20240524,2024-05-24,24,Friday,5,May,Q2,2024,21,5,0,0,,Southwest Monsoon
20240525,2024-05-25,25,Saturday,5,May,Q2,2024,21,6,1,0,,Southwest Monsoon
20240526,2024-05-26,26,Sunday,5,May,Q2,2024,21,7,1,0,,Southwest Monsoon
20240527,2024-05-27,27,Monday,5,May,Q2,2024,22,1,0,0,,Southwest Monsoon
20240528,2024-05-28,28,Tuesday,5,May,Q2,2024,22,2,0,0,,Southwest Monsoon
20240529,2024-05-29,29,Wednesday,5,May,Q2,2024,22,3,0,0,,Southwest Monsoon
20240530,2024-05-30,30,Thursday,5,May,Q2,2024,22,4,0,0,,Southwest Monsoon
20240531,2024-05-31,31,Friday,5,May,Q2,2024,22,5,0,0,,Southwest Monsoon
20240601,2024-06-01,1,Saturday,6,June,Q2,2024,22,6,1,0,,Southwest Monsoon
20240602,2024-06-02,2,Sunday,6,June,Q2,2024,22,7,1,0,,Southwest Monsoon
20240603,2024-06-03,3,Monday,6,June,Q2,2024,23,1,0,1,Yang di-Pertuan Agong Birthday,Southwest Monsoon
20240604,2024-06-04,4,Tuesday,6,June,Q2,2024,23,2,0,0,,Southwest Monsoon
20240605,2024-06-05,5,Wednesday,6,June,Q2,2024,23,3,0,0,,Southwest Monsoon
20240606,2024-06-06,6,Thursday,6,June,Q2,2024,23,4,0,0,,Southwest Monsoon
20240607,2024-06-07,7,Friday,6,June,Q2,2024,23,5,0,0,,Southwest Monsoon
20240608,2024-06-08,8,Saturday,6,June,Q2,2024,23,6,1,0,,Southwest Monsoon
20240609,2024-06-09,9,Sunday,6,June,Q2,2024,23,7,1,0,,Southwest Monsoon
20240610,2024-06-10,10,Monday,6,June,Q2,2024,24,1,0,0,,Southwest Monsoon
20240611,2024-06-11,11,Tuesday,6,June,Q2,2024,24,2,0,0,,Southwest Monsoon
20240612,2024-06-12,12,Wednesday,6,June,Q2,2024,24,3,0,0,,Southwest Monsoon
20240613,2024-06-13,13,Thursday,6,June,Q2,2024,24,4,0,0,,Southwest Monsoon
20240614,2024-06-14,14,Friday,6,June,Q2,2024,24,5,0,0,,Southwest Monsoon
20240615,2024-06-15,15,Saturday,6,June,Q2,2024,24,6,1,0,,Southwest Monsoon
20240616,2024-06-16,16,Sunday,6,June,Q2,2024,24,7,1,0,,Southwest Monsoon
20240617,2024-06-17,17,Monday,6,June,Q2,2024,25,1,0,1,Hari Raya Aidiladha,Southwest Monsoon
20240618,2024-06-18,18,Tuesday,6,June,Q2,2024,25,2,0,0,,Southwest Monsoon
20240619,2024-06-19,19,Wednesday,6,June,Q2,2024,25,3,0,0,,Southwest Monsoon
20240620,2024-06-20,20,Thursday,6,June,Q2,2024,25,4,0,0,,Southwest Monsoon
20240621,2024-06-21,21,Friday,6,June,Q2,2024,25,5,0,0,,Southwest Monsoon
20240622,2024-06-22,22,Saturday,6,June,Q2,2024,25,6,1,0,,Southwest Monsoon
20240623,2024-06-23,23,Sunday,6,June,Q2,2024,25,7,1,0,,Southwest Monsoon
20240624,2024-06-24,24,Monday,6,June,Q2,2024,26,1,0,0,,Southwest Monsoon
20240625,2024-06-25,25,Tuesday,6,June,Q2,2024,26,2,0,0,,Southwest Monsoon
20240626,2024-06-26,26,Wednesday,6,June,Q2,2024,26,3,0,0,,Southwest Monsoon
20240627,2024-06-27,27,Thursday,6,June,Q2,2024,26,4,0,0,,Southwest Monsoon
20240628,2024-06-28,28,Friday,6,June,Q2,2024,26,5,0,0,,Southwest Monsoon
20240629,2024-06-29,29,Saturday,6,June,Q2,2024,26,6,1,0,,Southwest Monsoon
20240630,2024-06-30,30,Sunday,6,June,Q2,2024,26,7,1,0,,Southwest Monsoon
20240701,2024-07-01,1,Monday,7,July,Q3,2024,27,1,0,0,,Southwest Monsoon
20240702,2024-07-02,2,Tuesday,7,July,Q3,2024,27,2,0,0,,Southwest Monsoon
20240703,2024-07-03,3,Wednesday,7,July,Q3,2024,27,3,0,0,,Southwest Monsoon
20240704,2024-07-04,4,Thursday,7,July,Q3,2024,27,4,0,0,,Southwest Monsoon
20240705,2024-07-05,5,Friday,7,July,Q3,2024,27,5,0,0,,Southwest Monsoon
20240706,2024-07-06,6,Saturday,7,July,Q3,2024,27,6,1,0,,Southwest Monsoon
20240707,2024-07-07,7,Sunday,7,July,Q3,2024,27,7,1,1,Awal Muharram,Southwest Monsoon
20240708,2024-07-08,8,Monday,7,July,Q3,2024,28,1,0,0,,Southwest Monsoon
20240709,2024-07-09,9,Tuesday,7,July,Q3,2024,28,2,0,0,,Southwest Monsoon
20240710,2024-07-10,10,Wednesday,7,July,Q3,2024,28,3,0,0,,Southwest Monsoon
20240711,2024-07-11,11,Thursday,7,July,Q3,2024,28,4,0,0,,Southwest Monsoon
20240712,2024-07-12,12,Friday,7,July,Q3,2024,28,5,0,0,,Southwest Monsoon
20240713,2024-07-13,13,Saturday,7,July,Q3,2024,28,6,1,0,,Southwest Monsoon
20240714,2024-07-14,14,Sunday,7,July,Q3,2024,28,7,1,0,,Southwest Monsoon
20240715,2024-07-15,15,Monday,7,July,Q3,2024,29,1,0,0,,Southwest Monsoon
20240716,2024-07-16,16,Tuesday,7,July,Q3,2024,29,2,0,0,,Southwest Monsoon
20240717,2024-07-17,17,Wednesday,7,July,Q3,2024,29,3,0,0,,Southwest Monsoon
20240718,2024-07-18,18,Thursday,7,July,Q3,2024,29,4,0,0,,Southwest Monsoon
20240719,2024-07-19,19,Friday,7,July,Q3,2024,29,5,0,0,,Southwest Monsoon
20240720,2024-07-20,20,Saturday,7,July,Q3,2024,29,6,1,0,,Southwest Monsoon
20240721,2024-07-21,21,Sunday,7,July,Q3,2024,29,7,1,0,,Southwest Monsoon
20240722,2024-07-22,22,Monday,7,July,Q3,2024,30,1,0,0,,Southwest Monsoon
20240723,2024-07-23,23,Tuesday,7,July,Q3,2024,30,2,0,0,,Southwest Monsoon
20240724,2024-07-24,24,Wednesday,7,July,Q3,2024,30,3,0,0,,Southwest Monsoon
20240725,2024-07-25,25,Thursday,7,July,Q3,2024,30,4,0,0,,Southwest Monsoon
20240726,2024-07-26,26,Friday,7,July,Q3,2024,30,5,0,0,,Southwest Monsoon
20240727,2024-07-27,27,Saturday,7,July,Q3,2024,30,6,1,0,,Southwest Monsoon
20240728,2024-07-28,28,Sunday,7,July,Q3,2024,30,7,1,0,,Southwest Monsoon
20240729,2024-07-29,29,Monday,7,July,Q3,2024,31,1,0,0,,Southwest Monsoon
20240730,2024-07-30,30,Tuesday,7,July,Q3,2024,31,2,0,0,,Southwest Monsoon
20240731,2024-07-31,31,Wednesday,7,July,Q3,2024,31,3,0,0,,Southwest Monsoon
20240801,2024-08-01,1,Thursday,8,August,Q3,2024,31,4,0,0,,Southwest Monsoon
20240802,2024-08-02,2,Friday,8,August,Q3,2024,31,5,0,0,,Southwest Monsoon
